,designer,collections,first_season,consistency,prevalence,class
1226,habitual,1,2005.1,0.02702702702702703,-0.972972972972973,0
1227,nina-donis,1,2005.1,0.02702702702702703,-0.972972972972973,0
1228,generra,1,2010.1,0.037037037037037035,-0.962962962962963,0
1229,a-a-antonio-azzuolo,1,2015.0,0.05555555555555555,-0.9444444444444444,1
1230,paris-68,1,2010.1,0.037037037037037035,-0.962962962962963,0
1231,live-the-process,1,2021.0,0.16666666666666666,-0.8333333333333334,1
1232,local-firm,1,2013.1,0.047619047619047616,-0.9523809523809523,0
1233,dress-co-,1,2013.1,0.047619047619047616,-0.9523809523809523,0
1234,suboo,1,2013.1,0.047619047619047616,-0.9523809523809523,0
1235,boramy-viguier,1,2021.0,0.16666666666666666,-0.8333333333333334,1
1236,rochambeau,1,2018.0,0.08333333333333333,-0.9166666666666666,1
1237,somarta,1,2013.1,0.047619047619047616,-0.9523809523809523,0
1238,tze-goh,1,2012.0,0.041666666666666664,-0.9583333333333334,0
1239,roopa-pemmaraju,1,2013.1,0.047619047619047616,-0.9523809523809523,0
1240,rena-lange,1,2013.1,0.047619047619047616,-0.9523809523809523,0
1241,r-ii-s,1,2013.1,0.047619047619047616,-0.9523809523809523,0
1242,phoenix-keating,1,2013.1,0.047619047619047616,-0.9523809523809523,0
1243,victoria-by-victoria-beckham,1,2012.0,0.041666666666666664,-0.9583333333333334,0
1244,veronica-b-vallenes,1,2013.1,0.047619047619047616,-0.9523809523809523,0
1245,perret-schaad,1,2013.1,0.047619047619047616,-0.9523809523809523,0
1246,myrza-de-muynck,1,2013.1,0.047619047619047616,-0.9523809523809523,0
1247,michael-sontag,1,2013.1,0.047619047619047616,-0.9523809523809523,0
1248,apotts,1,2021.1,0.2,-0.8,1
1249,michael-lo-sordo,1,2013.1,0.047619047619047616,-0.9523809523809523,0
1250,astrid-andersen,1,2021.1,0.2,-0.8,1
1251,mercibeaucoup,1,2013.1,0.047619047619047616,-0.9523809523809523,0
1252,lena-hoschek,1,2013.1,0.047619047619047616,-0.9523809523809523,0
1253,laurel,1,2013.1,0.047619047619047616,-0.9523809523809523,0
1254,lala-berlin,1,2013.1,0.047619047619047616,-0.9523809523809523,0
1255,kilian-kerner,1,2013.1,0.047619047619047616,-0.9523809523809523,0
1256,vanishing-elephant,1,2013.1,0.047619047619047616,-0.9523809523809523,0
1257,vladimir-karaleev,1,2013.1,0.047619047619047616,-0.9523809523809523,0
1258,sb47,1,2014.1,0.05263157894736842,-0.9473684210526316,1
1259,bodkin,1,2011.1,0.04,-0.96,0
1260,rad-hourani,1,2010.1,0.037037037037037035,-0.962962962962963,0
1261,ellen-tracy,1,2000.0,0.020833333333333332,-0.9791666666666666,0
1262,gant-by-michael-bastian,1,2011.0,0.038461538461538464,-0.9615384615384616,0
1263,byblos,1,2000.0,0.020833333333333332,-0.9791666666666666,0
1264,gauntlett-cheng,1,2020.0,0.125,-0.875,1
1265,ghost,1,1999.1,0.02040816326530612,-0.9795918367346939,0
1266,crippen,1,2014.1,0.05263157894736842,-0.9473684210526316,1
1267,hannah-marshall,1,2011.0,0.038461538461538464,-0.9615384615384616,0
1268,tommy,1,2011.0,0.038461538461538464,-0.9615384615384616,0
1269,palmiers-du-mal,1,2020.0,0.125,-0.875,1
1270,philip-treacy,1,1997.1,0.018867924528301886,-0.9811320754716981,0
1271,dax-gabler,1,2011.1,0.04,-0.96,0
1272,we-are-handsome,1,2013.1,0.047619047619047616,-0.9523809523809523,0
1273,piece-d-anarchive,1,2014.0,0.05,-0.95,1
1274,mm6-maison-martin-margiela-x-opening-ceremony,1,2011.1,0.04,-0.96,0
1275,mark-mcnairy-new-amsterdam,1,2014.0,0.05,-0.95,1
1276,francesc-by-frank-tell,1,2012.0,0.041666666666666664,-0.9583333333333334,0
1277,believe-in-better,1,2020.1,0.14285714285714285,-0.8571428571428572,1
1278,christian-francis-roth,1,1993.0,0.016129032258064516,-0.9838709677419355,0
1279,gabrielle-greiss,1,2012.0,0.041666666666666664,-0.9583333333333334,0
1280,1-piu-1-uguale-3,1,2013.1,0.047619047619047616,-0.9523809523809523,0
1281,zambesi,1,2013.1,0.047619047619047616,-0.9523809523809523,0
1282,wood-wood,1,2013.1,0.047619047619047616,-0.9523809523809523,0
1283,whyred,1,2013.1,0.047619047619047616,-0.9523809523809523,0
1284,tove,1,2023.1,1.0,0.0,3
